
BU_CODE,BU_NAAM,WK_CODE,GM_CODE,GM_NAAM,BEV_DICHTH,AANT_INW,AANT_MAN,AANT_VROUW,P_00_14_JR,P_15_24_JR,P_25_44_JR,P_45_64_JR,P_65_EO_JR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,P_OVER_NW,WONINGEN,P_1GEZW,P_MGEZW,P_BEWNDW,P_KOOPWON,P_HUURWON,P_HUURCORP,P_HUUROVVH,P_WONT2000,P_WONV2000,P_LEEGSW,WW_UIT_TOT,AUTO_HH,AV1_ARTSPR,AF_APOTH,AF_ZIEK_I,AV1_SUPERM,AV1_DAGLMD,AV1_CAFE,AF_WARENH,AV1_RESTAU,AF_HOTEL,AV1_KDV,AV1_BSO,AV1_ONDBAS,AF_ONDVRT,AF_ONDVMB,AF_ONDHV,AF_TREINST,AF_BIBLIO,AF_BIOS,AF_ATTRAC,AF_PODIUM,AF_MUSEUM
BU17110939,Nieuwstadt Centrum,WK171109,GM1711,Echt-Susteren,2687,1735,865,875,15,10,21,31,22,13,2,0,0,0,0,1,769,92,8,97,82,18,10,8,85,15,3,30,1.4,0.9,3.3,7.0,1.0,2.9,1.0,5.1,0.0,2.1,0.8,0.8,0.8,4.6,5.4,4.6,3.0,4.9,4.7,2.6,4.7,4.9
BU17110940,Cristina,WK171109,GM1711,Echt-Susteren,2886,1505,760,745,11,9,20,30,29,16,1,0,0,0,0,1,666,97,3,98,86,13,9,5,99,1,2,20,1.3,0.7,3.3,7.0,0.9,3.0,0.7,5.1,0.0,2.5,0.9,0.8,0.8,4.8,5.3,4.8,3.0,4.8,4.6,2.5,4.6,4.8
BU17111041,Sint Joost,WK171110,GM1711,Echt-Susteren,2206,1290,665,630,11,10,20,32,27,9,1,0,0,0,0,1,548,99,1,97,87,13,9,4,94,6,3,20,1.6,0.0,2.9,2.5,0.0,0.8,1.6,3.3,1.4,3.0,1.0,1.0,1.0,2.8,2.8,2.8,3.1,3.2,3.2,1.7,11.4,3.2
BU17111042,Verspreide Huizen Sint Joost,WK171110,GM1711,Echt-Susteren,18,155,75,80,15,13,19,35,18,7,1,-99999999,-99999999,-99999999,-99999999,-99999999,50,100,0,92,80,20,0,20,84,16,8,0,1.6,0.0,3.6,3.5,0.0,0.4,0.7,4.0,0.4,3.3,0.5,0.5,0.5,3.8,3.8,3.8,4.0,3.8,4.2,2.7,10.9,4.0
BU17111143,Koningsbosch,WK171111,GM1711,Echt-Susteren,872,1520,760,765,13,10,20,34,24,17,2,0,0,0,0,1,711,97,3,94,79,21,11,10,93,7,6,30,1.4,0.8,0.7,9.2,0.1,0.7,1.6,9.4,0.0,5.1,0.7,0.7,0.7,10.1,10.1,10.1,8.7,9.6,8.9,9.1,16.0,9.7
BU17111144,Lackerbosch,WK171111,GM1711,Echt-Susteren,5,70,35,35,3,12,9,41,35,27,0,-99999999,-99999999,-99999999,-99999999,-99999999,36,100,0,78,61,36,0,36,92,8,22,0,-99999999.0,0.0,2.1,8.4,0.1,0.1,0.0,8.6,0.0,4.5,0.0,0.0,0.0,9.3,9.3,9.3,7.9,8.8,8.2,8.3,15.1,8.9
BU17111145,Spaanshuisken,WK171111,GM1711,Echt-Susteren,818,35,20,15,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,18,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,2.3,11.2,0.0,1.0,1.0,11.5,0.0,7.2,0.0,0.0,0.0,12.1,12.1,12.1,10.7,11.6,11.0,11.1,17.7,11.7
BU17111146,Aan het Echterbos,WK171111,GM1711,Echt-Susteren,222,30,15,20,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,14,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,2.9,8.7,0.0,0.2,0.0,8.9,1.0,4.6,0.0,0.0,0.0,9.6,9.6,9.6,8.2,9.1,8.5,8.2,14.9,9.2
BU17111152,Buitengebied Spaanshuisken,WK171111,GM1711,Echt-Susteren,-99999999,5,5,5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0
BU17140000,Sluis,WK171400,GM1714,Sluis,2950,1895,920,980,12,9,21,28,31,39,6,0,0,0,0,5,1140,79,21,84,57,32,14,18,92,8,16,30,1.0,1.0,0.4,8.9,2.0,21.9,2.0,0.5,34.6,0.4,0.9,0.9,0.9,8.6,8.6,8.6,57.8,8.9,36.0,1.2,35.8,0.4
BU17140001,Sint Anna ter Muiden,WK171400,GM1714,Sluis,158,55,25,30,17,13,15,28,26,45,0,-99999999,-99999999,-99999999,-99999999,-99999999,60,98,2,40,52,23,0,23,93,7,60,0,-99999999.0,0.0,1.9,10.6,0.1,0.1,0.0,2.0,1.0,0.2,0.0,0.0,0.0,10.2,10.2,10.2,59.4,10.6,37.7,2.8,37.4,1.8
BU17140009,Verspreide huizen Sluis,WK171400,GM1714,Sluis,19,420,220,200,15,10,14,37,24,40,3,0,0,0,0,2,206,99,1,78,83,10,1,9,65,35,22,0,1.5,0.1,1.9,9.2,0.2,3.5,0.1,2.4,6.3,1.5,0.0,0.0,0.0,8.8,8.8,8.8,57.5,9.2,35.8,2.0,35.5,1.9
BU17140100,Retranchement,WK171401,GM1714,Sluis,842,165,90,80,9,10,13,37,31,40,1,-99999999,-99999999,-99999999,-99999999,-99999999,179,99,1,49,45,30,20,10,94,6,51,0,1.5,0.0,5.2,8.7,0.0,0.0,0.0,5.4,2.0,0.3,0.0,0.0,0.0,8.9,8.9,8.9,58.2,8.9,36.5,6.3,36.2,5.2
BU17140109,Verspreide huizen Retranchement,WK171401,GM1714,Sluis,14,140,70,70,6,10,7,37,39,17,0,-99999999,-99999999,-99999999,-99999999,-99999999,133,97,3,44,62,18,0,18,85,15,56,0,1.0,0.0,5.5,8.8,0.0,0.0,0.0,5.7,1.0,1.1,0.0,0.0,0.0,9.0,9.0,9.0,58.2,9.0,36.5,6.5,36.2,5.5
BU17140200,Aardenburg,WK171402,GM1714,Sluis,2080,2025,975,1050,14,8,21,29,28,38,4,0,0,0,0,4,1095,87,13,87,63,34,27,7,95,5,13,30,1.2,0.8,0.6,8.9,0.9,6.0,0.8,6.3,3.0,0.4,0.9,0.9,1.0,8.5,8.5,8.5,55.2,8.9,33.5,5.6,33.2,0.7
BU17140209,Verspreide huizen Aardenburg,WK171402,GM1714,Sluis,15,470,235,235,13,10,21,34,23,38,2,0,0,0,0,2,250,98,2,80,86,10,0,10,91,9,20,0,1.4,0.1,3.0,6.8,0.1,0.8,0.1,5.5,0.7,2.8,0.1,0.1,0.1,6.4,6.4,6.4,53.2,6.8,31.5,6.2,31.2,3.3
BU17140300,Eede,WK171403,GM1714,Sluis,1053,540,265,275,17,8,26,27,22,62,3,1,0,0,0,2,274,99,1,91,69,29,23,7,96,4,9,0,1.4,0.0,3.3,11.0,0.0,0.3,0.0,8.8,1.0,3.2,1.0,1.0,1.0,10.6,10.6,10.6,56.9,11.0,35.2,8.0,35.0,3.6
BU17140309,Verspreide huizen Eede,WK171403,GM1714,Sluis,46,360,195,165,15,13,18,32,22,60,1,-99999999,-99999999,-99999999,-99999999,-99999999,164,98,2,88,89,10,0,10,88,12,12,0,1.1,0.0,4.4,10.5,0.0,0.1,0.0,9.7,0.4,4.0,0.2,0.2,0.3,10.1,10.1,10.1,55.9,10.5,34.1,9.2,33.9,4.2
BU17140400,Sint Kruis,WK171404,GM1714,Sluis,631,120,60,60,10,10,19,37,23,43,0,-99999999,-99999999,-99999999,-99999999,-99999999,61,100,0,80,77,18,5,13,98,2,20,0,-99999999.0,0.0,4.2,7.4,0.0,0.0,1.0,7.2,0.0,3.7,0.0,0.0,0.0,7.0,7.0,7.0,51.2,7.3,29.5,9.4,29.2,3.8
BU17140409,Verspreide huizen Sint Kruis,WK171404,GM1714,Sluis,11,105,55,50,15,13,18,38,16,31,1,-99999999,-99999999,-99999999,-99999999,-99999999,47,100,0,87,83,13,0,13,94,6,13,0,-99999999.0,0.0,4.5,7.5,0.0,0.0,0.2,7.3,0.0,4.1,0.0,0.0,0.0,7.1,7.1,7.1,51.7,7.4,30.0,9.6,29.8,4.1
BU17140500,Oostburg,WK171405,GM1714,Sluis,2278,4295,2085,2210,11,9,19,29,32,21,5,0,0,0,0,4,2355,81,19,92,62,37,27,10,89,11,8,30,1.1,0.3,1.2,1.2,2.6,7.8,1.2,0.9,4.8,0.8,2.1,1.5,1.7,1.0,1.0,1.0,49.3,1.3,27.5,7.5,27.3,9.2
BU17140509,Verspreide huizen Oostburg,WK171405,GM1714,Sluis,14,335,175,160,14,13,16,37,21,22,0,-99999999,-99999999,-99999999,-99999999,-99999999,170,100,0,76,88,8,0,8,89,11,24,0,1.7,0.1,2.9,2.9,0.2,0.5,0.2,2.7,0.4,2.7,0.1,0.1,0.1,2.8,2.8,2.8,49.6,3.0,27.9,7.4,27.7,7.9
BU17140600,Zuidzande,WK171406,GM1714,Sluis,1386,420,205,220,14,8,21,32,26,24,2,0,0,0,0,2,281,99,1,72,77,15,10,5,100,0,28,0,1.4,0.0,3.2,3.2,0.0,1.0,0.0,3.1,1.0,0.2,1.0,0.0,0.0,3.4,3.4,3.4,52.7,3.4,31.0,4.9,30.7,6.7
BU17140609,Verspreide huizen Zuidzande,WK171406,GM1714,Sluis,9,125,70,55,11,11,9,46,23,17,0,-99999999,-99999999,-99999999,-99999999,-99999999,100,100,0,54,69,17,0,17,89,11,46,0,1.3,0.0,3.9,4.2,0.0,0.2,0.0,3.9,0.2,1.6,0.2,0.0,0.0,4.5,4.5,4.5,53.5,4.5,31.7,4.7,31.5,6.4
BU17140700,Cadzand,WK171407,GM1714,Sluis,875,420,205,215,10,10,22,27,32,24,1,-99999999,-99999999,-99999999,-99999999,-99999999,340,96,4,61,56,29,18,11,92,8,39,10,1.2,0.0,7.5,7.5,0.0,1.0,0.9,7.5,2.0,0.3,1.0,1.0,1.0,7.8,7.8,7.8,56.9,7.8,35.2,5.8,35.0,8.3
BU17140701,Cadzand-Bad,WK171407,GM1714,Sluis,155,205,100,110,7,10,22,31,30,33,5,0,0,1,0,3,481,31,69,12,43,29,0,29,48,52,88,0,1.2,0.0,9.0,9.8,0.9,5.0,0.0,9.2,12.6,0.2,0.0,0.0,0.0,10.1,10.1,10.1,58.1,10.1,36.4,6.7,36.1,9.2
BU17140709,Verspreide huizen Cadzand,WK171407,GM1714,Sluis,7,95,55,45,11,13,24,35,18,14,0,-99999999,-99999999,-99999999,-99999999,-99999999,88,95,5,40,57,28,1,27,86,14,60,0,-99999999.0,0.0,7.8,7.9,0.0,0.3,0.3,7.8,0.7,1.7,0.2,0.2,0.2,8.2,8.2,8.2,56.4,8.2,34.7,5.2,34.4,8.6
BU17140800,Nieuwvliet,WK171408,GM1714,Sluis,502,270,140,135,10,8,22,26,34,19,2,-99999999,-99999999,-99999999,-99999999,-99999999,231,99,1,55,72,20,9,11,92,8,45,0,1.3,0.0,7.1,7.1,0.0,1.0,0.0,7.0,2.4,0.3,1.0,1.0,0.0,7.3,7.3,7.3,51.1,7.3,29.3,0.5,29.1,8.3
BU17140801,Nieuwvliet-Bad-Oost en -West,WK171408,GM1714,Sluis,37,30,20,10,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,6,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,9.1,9.4,0.2,0.8,0.0,9.4,2.4,0.9,0.0,0.0,0.0,9.7,9.7,9.7,53.5,9.5,31.8,2.7,31.5,10.2
BU17140809,Verspreide huizen Nieuwvliet,WK171408,GM1714,Sluis,10,110,60,55,13,7,16,35,28,21,0,-99999999,-99999999,-99999999,-99999999,-99999999,81,95,5,49,70,17,0,17,89,11,51,0,-99999999.0,0.0,7.1,7.4,0.2,0.4,0.0,7.4,1.7,1.5,0.1,0.1,0.0,7.7,7.7,7.7,52.1,7.5,30.4,1.9,30.1,9.1
BU17140900,Groede,WK171409,GM1714,Sluis,1430,695,355,340,14,9,21,29,27,15,2,0,0,0,1,1,485,99,1,68,70,22,16,6,97,3,32,0,1.3,0.0,5.1,7.9,0.0,4.0,2.0,7.6,3.0,2.9,1.0,1.0,1.0,7.6,7.6,7.6,48.5,4.9,26.8,3.4,26.6,5.7
BU17140909,Verspreide huizen Groede,WK171409,GM1714,Sluis,14,265,140,130,15,11,16,33,26,11,1,-99999999,-99999999,-99999999,-99999999,-99999999,154,97,3,68,82,11,0,11,88,12,32,0,1.7,0.0,4.8,7.8,0.0,0.7,0.4,7.5,0.7,3.0,0.2,0.2,0.2,7.6,7.6,7.6,48.4,4.7,26.7,4.6,26.5,5.9
BU17141000,Breskens,WK171410,GM1714,Sluis,2155,4260,2075,2185,12,8,19,29,31,14,4,0,0,1,1,2,2507,76,24,83,59,38,26,11,85,15,17,40,1.1,0.7,0.8,11.3,1.2,3.9,1.3,11.0,11.7,0.7,0.7,0.7,0.9,11.0,11.0,11.0,44.9,0.8,23.1,7.9,22.9,1.2
BU17141009,Verspreide huizen Breskens,WK171410,GM1714,Sluis,29,355,175,180,8,10,11,43,28,17,1,-99999999,-99999999,-99999999,-99999999,-99999999,530,100,0,29,73,13,0,13,92,8,71,0,1.6,0.0,2.1,11.3,0.3,0.1,0.0,11.0,0.5,2.0,0.0,0.0,0.0,11.0,11.0,11.0,46.0,2.4,24.2,7.1,24.0,2.8
BU17141100,Hoofdplaat,WK171411,GM1714,Sluis,833,505,255,255,9,8,18,33,32,21,1,-99999999,-99999999,-99999999,-99999999,-99999999,331,95,5,75,69,24,16,7,98,2,25,10,1.2,0.0,6.2,15.4,0.0,1.0,1.0,15.1,0.0,0.3,0.0,0.0,0.0,15.1,15.1,15.1,36.7,6.5,15.0,15.0,14.8,7.5
BU17141101,Nummer Eén en omgeving,WK171411,GM1714,Sluis,496,130,60,70,9,6,17,33,35,15,1,-99999999,-99999999,-99999999,-99999999,-99999999,103,100,0,66,80,9,1,8,91,9,34,0,1.4,0.0,4.2,11.3,0.0,0.0,0.0,11.0,1.5,4.0,0.0,0.0,0.0,11.0,11.0,11.0,41.3,4.2,19.6,10.7,19.3,3.3
BU17141108,Verspreide huizen Nummer Eén en Slijkplaat,WK171411,GM1714,Sluis,9,65,35,30,10,11,17,38,24,10,0,-99999999,-99999999,-99999999,-99999999,-99999999,32,100,0,84,88,9,0,9,97,3,16,0,-99999999.0,0.0,5.7,10.8,0.0,0.0,0.0,10.5,0.6,4.1,0.0,0.0,0.0,10.5,10.5,10.5,41.7,5.6,20.0,11.5,19.8,4.2
BU17141109,Overige verspreide huizen Hoofdplaat,WK171411,GM1714,Sluis,11,140,75,65,13,20,13,32,22,15,1,-99999999,-99999999,-99999999,-99999999,-99999999,60,100,0,82,88,7,0,7,98,2,18,0,1.5,0.0,5.5,14.4,0.0,0.2,0.2,13.5,0.0,2.0,0.0,0.0,0.0,13.9,13.9,13.9,37.4,5.7,15.7,15.1,15.5,6.4
BU17141200,IJzendijke,WK171412,GM1714,Sluis,2263,1820,905,915,14,9,22,29,27,20,2,0,0,0,0,2,980,89,11,89,72,26,17,9,89,11,11,10,1.3,1.0,6.0,11.4,1.0,1.9,2.5,11.0,3.0,0.4,3.9,2.0,2.0,11.0,11.0,11.0,39.8,5.9,18.1,14.5,17.8,0.4
BU17141209,Verspreide huizen IJzendijke,WK171412,GM1714,Sluis,13,595,315,280,15,9,16,36,23,23,1,-99999999,-99999999,-99999999,-99999999,-99999999,282,100,0,85,89,7,0,7,86,14,15,0,1.4,0.1,6.0,12.3,0.1,0.1,0.1,11.9,0.2,3.2,0.2,0.1,0.1,12.1,12.1,12.1,39.5,5.8,17.4,16.4,17.1,4.3
BU17141300,Schoondijke,WK171413,GM1714,Sluis,1236,1235,630,605,15,10,23,27,25,21,3,0,0,0,0,2,638,94,6,88,74,23,18,5,95,5,12,10,1.3,0.0,5.3,6.7,1.0,1.0,0.0,6.4,1.0,0.4,1.0,2.0,1.0,6.4,6.4,6.4,45.5,5.1,23.8,8.1,23.6,5.9
BU17141309,Verspreide huizen Schoondijke,WK171413,GM1714,Sluis,11,135,75,60,12,8,16,42,22,16,1,-99999999,-99999999,-99999999,-99999999,-99999999,80,100,0,69,88,12,0,12,92,8,31,0,1.3,0.0,5.6,6.8,0.1,0.3,0.0,6.4,0.1,1.9,0.0,0.1,0.1,6.5,6.5,6.5,45.8,5.4,24.0,8.4,23.8,6.3
BU17141400,Waterlandkerkje,WK171414,GM1714,Sluis,1357,245,120,125,10,9,19,37,25,19,2,-99999999,-99999999,-99999999,-99999999,-99999999,144,99,1,86,77,19,15,4,97,3,14,0,1.4,0.0,6.0,6.0,0.0,0.0,0.0,5.7,1.0,5.3,0.0,0.0,0.0,5.7,5.7,5.7,44.4,6.1,22.7,11.5,22.4,5.7
BU17141409,Verspreide huizen Waterlandkerkje,WK171414,GM1714,Sluis,14,235,130,110,10,13,20,33,24,27,3,0,0,1,0,1,132,98,2,72,79,16,0,16,91,9,28,0,1.6,0.0,6.7,6.7,0.0,0.0,0.0,6.4,0.1,4.9,0.0,0.0,0.0,6.3,6.3,6.3,44.9,6.7,23.2,11.7,22.9,6.2
BU17190000,Made,WK171900,GM1719,Drimmelen,1949,12115,6010,6105,14,11,21,30,24,6,3,0,0,0,0,2,5353,85,15,97,71,28,23,5,82,18,3,130,1.3,1.0,0.7,8.0,1.9,8.5,5.7,0.9,1.8,0.7,2.9,2.3,1.3,1.0,1.0,7.3,11.5,1.0,7.3,8.4,6.5,6.3
BU17190008,Tuinbouwgebied,WK171900,GM1719,Drimmelen,68,90,55,35,3,17,37,33,9,71,0,-99999999,-99999999,-99999999,-99999999,-99999999,18,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,0.5,0.0,2.9,6.7,0.0,0.0,0.0,3.1,0.0,3.0,0.0,0.0,0.0,3.7,3.7,7.1,12.9,3.0,6.4,9.9,6.4,6.2
BU17190009,Verspreide huizen Made,WK171900,GM1719,Drimmelen,52,325,175,155,17,17,25,33,8,20,5,0,0,0,0,5,88,99,1,93,76,24,6,18,77,23,7,0,1.1,0.0,2.3,8.2,0.0,0.0,0.0,2.5,0.0,2.3,0.0,0.0,0.0,3.3,3.3,6.6,13.1,2.3,7.9,9.5,5.8,5.6
BU17190100,Drimmelen,WK171901,GM1719,Drimmelen,606,470,240,230,10,14,14,38,24,5,2,0,0,0,0,1,197,98,2,97,77,22,16,6,90,10,3,10,1.5,0.0,4.0,9.5,1.0,0.0,2.0,4.2,4.6,3.9,0.0,0.0,0.0,5.2,5.2,7.1,14.0,3.9,9.3,9.2,6.3,6.1
BU17190108,Verspreide huizen Biesbosch,WK171901,GM1719,Drimmelen,1,15,10,10,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,8.6,19.4,0.0,0.0,0.0,13.8,0.0,13.0,0.0,0.0,0.0,13.1,13.1,14.2,19.1,9.1,15.7,14.6,14.8,14.8
BU17190109,Verspreide huizen Drimmelen,WK171901,GM1719,Drimmelen,4,40,25,20,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,17,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,4.0,10.5,0.1,0.0,0.2,4.3,0.9,4.1,0.0,0.0,0.0,5.1,5.1,8.2,13.7,3.9,10.1,9.2,7.4,7.2
BU17190200,Terheijden,WK171902,GM1719,Drimmelen,3092,5910,2910,3005,15,10,22,30,24,7,4,0,0,0,0,3,2561,84,16,97,69,31,25,5,88,12,3,70,1.2,1.5,0.6,8.8,1.7,1.8,2.2,5.5,3.4,6.1,3.5,2.5,2.5,5.6,5.6,5.9,7.0,0.8,7.5,3.9,7.5,7.2
BU17190208,Verspreide huizen Binnenpolder,WK171902,GM1719,Drimmelen,34,215,115,105,14,9,20,35,22,5,3,-99999999,-99999999,-99999999,-99999999,-99999999,79,94,6,97,95,4,3,1,86,14,3,0,1.4,0.0,1.7,8.5,0.0,0.0,0.0,5.2,0.2,5.5,1.1,0.7,0.7,4.8,4.8,6.0,7.2,1.9,7.2,4.2,7.4,6.9
BU17190209,Verspreide huizen Zonzeelsepolder,WK171902,GM1719,Drimmelen,19,135,80,60,10,16,19,38,18,2,2,-99999999,-99999999,-99999999,-99999999,-99999999,51,100,0,90,90,10,0,10,82,18,10,0,-99999999.0,0.0,2.2,10.8,0.1,0.2,0.3,6.3,0.5,5.9,0.0,0.0,0.0,6.2,6.2,7.4,7.4,2.8,9.6,6.0,9.6,9.3
BU17190300,Wagenberg,WK171903,GM1719,Drimmelen,710,1910,970,940,14,12,22,33,19,5,2,0,0,0,0,1,766,94,6,97,80,20,16,4,91,9,3,20,1.5,0.0,0.5,10.9,0.9,1.9,1.6,4.1,1.1,3.9,0.9,0.9,0.9,3.9,3.9,8.6,8.7,3.5,9.9,6.6,9.9,9.7
BU17190309,Verspreide huizen Wagenberg,WK171903,GM1719,Drimmelen,125,290,145,150,11,18,16,33,21,3,1,-99999999,-99999999,-99999999,-99999999,-99999999,107,94,6,93,92,8,0,8,89,11,7,0,1.3,0.0,1.7,9.1,0.1,0.9,0.4,2.7,0.0,2.5,0.8,0.1,0.1,2.3,2.3,8.7,9.9,2.9,8.2,7.0,8.6,8.3
BU17190400,Lage Zwaluwe inclusief Gaete,WK171904,GM1719,Drimmelen,1584,3730,1865,1870,13,11,21,33,22,8,4,0,0,0,0,3,1667,89,11,97,65,35,32,3,89,11,3,60,1.3,0.7,0.8,16.5,0.6,1.3,1.5,8.9,2.4,5.3,0.8,0.8,0.7,9.2,9.2,12.6,5.8,0.8,15.6,1.3,14.4,14.2
BU17190401,Blauwe Sluis,WK171904,GM1719,Drimmelen,225,115,70,50,8,15,14,41,23,3,1,-99999999,-99999999,-99999999,-99999999,-99999999,46,100,0,100,93,7,0,7,91,9,0,0,-99999999.0,0.1,1.7,16.2,0.4,0.4,0.6,8.8,0.7,5.3,0.0,0.0,0.0,8.9,8.9,11.2,5.1,2.2,15.2,2.2,14.4,14.2
BU17190409,Verspreide huizen Lage Zwaluwe,WK171904,GM1719,Drimmelen,11,170,90,80,12,16,16,36,19,2,0,-99999999,-99999999,-99999999,-99999999,-99999999,65,100,0,94,91,8,0,8,92,8,6,0,1.8,0.0,2.8,16.3,0.0,0.0,0.0,9.2,0.1,4.7,0.0,0.0,0.0,9.2,9.2,11.3,5.1,3.1,15.9,3.4,15.2,14.0
BU17190500,Hooge Zwaluwe,WK171905,GM1719,Drimmelen,1115,1290,655,640,14,11,21,33,21,9,4,0,0,1,0,3,565,91,9,98,73,27,22,5,92,8,2,20,1.4,0.0,3.1,12.2,0.8,0.0,0.7,4.6,0.9,4.7,0.8,0.8,0.8,4.9,4.9,10.8,9.6,4.2,11.3,4.2,10.2,10.0
BU17190501,Helkant,WK171905,GM1719,Drimmelen,188,290,150,140,12,12,20,36,21,13,2,0,0,0,0,2,106,96,4,99,84,16,4,12,97,3,1,0,1.3,0.0,1.5,10.4,0.2,0.0,0.6,2.9,0.0,3.0,0.0,0.0,0.0,3.1,3.1,9.0,9.2,3.1,9.5,6.1,8.5,8.3
BU17190508,Verspreide huizen Groot Zonzeelsche Polder,WK171905,GM1719,Drimmelen,16,70,40,30,11,9,21,47,12,17,2,-99999999,-99999999,-99999999,-99999999,-99999999,31,100,0,94,87,13,0,13,94,6,6,0,-99999999.0,0.0,2.4,15.1,0.0,0.1,0.0,8.1,0.1,4.7,0.0,0.0,0.0,8.0,8.0,9.8,4.7,4.3,14.2,4.5,13.8,13.6
BU17190509,Verspreide huizen Hooge Zwaluwe,WK171905,GM1719,Drimmelen,14,125,70,60,26,8,26,29,10,7,2,-99999999,-99999999,-99999999,-99999999,-99999999,40,100,0,100,82,18,15,2,38,62,0,0,-99999999.0,0.0,2.7,11.6,0.6,0.0,0.7,4.1,0.6,4.1,0.6,0.6,0.6,4.3,4.3,10.2,9.6,4.0,10.7,5.2,9.7,9.4
BU17210101,'t Dorp,WK172101,GM1721,Bernheze,2541,685,340,345,7,11,19,21,43,6,3,0,0,1,1,1,407,36,64,95,52,48,7,41,51,49,5,10,1.1,2.1,0.4,3.4,4.0,8.6,2.4,0.4,4.7,2.9,3.5,2.2,2.9,0.7,0.7,2.8,3.7,0.4,4.4,0.7,4.2,3.8
BU17210102,Oranjebuurt,WK172101,GM1721,Bernheze,3658,645,325,320,11,11,20,28,30,9,7,0,1,1,0,5,309,93,7,95,46,54,48,6,92,8,5,10,1.2,2.0,0.3,4.2,2.2,7.1,3.0,0.8,4.2,3.7,2.1,1.0,1.0,0.8,0.8,3.6,4.0,0.8,5.2,1.6,5.0,4.7
BU17210103,'t Vijfeiken,WK172101,GM1721,Bernheze,4634,365,160,205,14,11,21,25,30,10,7,0,0,0,1,7,176,85,15,99,58,42,39,3,100,0,1,0,0.8,2.0,0.3,3.8,3.5,9.0,3.4,0.4,5.0,3.3,2.9,1.9,2.6,0.5,0.5,3.2,3.9,0.4,4.8,1.2,4.6,4.2
BU17210104,Schoonstraat,WK172101,GM1721,Bernheze,5026,445,230,215,14,11,21,28,26,7,6,0,1,0,3,1,186,99,1,98,71,29,26,3,99,1,2,0,1.4,2.0,0.4,3.9,3.6,8.9,1.9,0.5,4.9,3.3,4.0,2.0,3.6,0.2,0.2,3.2,4.1,0.4,4.8,1.1,4.7,4.3
BU17210105,Kennedystraat,WK172101,GM1721,Bernheze,3493,470,235,235,15,11,21,24,30,10,3,0,0,0,0,3,207,97,3,96,65,35,29,6,60,40,4,10,1.1,2.0,0.3,4.1,2.9,8.5,3.1,0.6,5.0,3.6,3.5,1.8,2.7,0.4,0.4,3.4,4.1,0.6,5.0,1.4,4.9,4.5
BU17210106,Den Berg,WK172101,GM1721,Bernheze,2219,625,320,310,14,12,19,29,26,5,4,0,0,0,0,4,259,100,0,99,70,30,28,2,96,4,1,0,1.2,1.8,0.4,4.5,1.4,4.0,2.6,1.0,2.6,4.0,1.2,0.6,0.8,0.7,0.7,3.9,4.5,1.0,5.4,1.8,5.3,4.9
BU17210107,Heelwijk,WK172101,GM1721,Bernheze,6212,640,290,355,10,7,16,22,46,6,7,0,0,0,3,4,354,44,56,95,42,58,56,2,44,56,5,0,0.9,2.2,0.4,3.6,4.0,8.2,1.4,0.6,4.6,3.0,4.0,2.0,3.7,0.5,0.5,2.9,4.1,0.4,4.5,0.8,4.4,4.0
BU17210108,Componistenbuurt,WK172101,GM1721,Bernheze,6884,550,280,270,20,8,26,23,23,7,10,0,0,0,3,6,247,81,19,97,63,37,34,3,100,0,3,0,1.1,1.8,0.7,3.4,3.9,6.6,1.0,0.8,3.6,2.9,3.5,2.0,3.7,0.8,0.8,2.8,4.0,0.6,4.4,0.6,4.2,3.9
